PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,Title,OtherName,OtherNameExists,AgeBin,TicketPrefix,TicketNo,FareBin,CabinLevel,CabinQty,NoCabin
480,1,3,"Hirvonen, Miss. Hildur E",female,2,0,1,3101298,12.2875,NA,S,Hirvonen,Miss,NA,FALSE,1,NA,3101298,9,NA,NA,TRUE
481,0,3,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,NA,S,Goodwin,Master,NA,FALSE,2,CA,2144,17,NA,NA,TRUE
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,NA,0,0,239854,0,NA,S,Frost,Mr,NA,FALSE,NA,NA,239854,1,NA,NA,TRUE
483,0,3,"Rouse, Mr. Richard Henry",male,50,0,0,A/5 3594,8.05,NA,S,Rouse,Mr,NA,FALSE,19,A/5,3594,7,NA,NA,TRUE
484,1,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,9.5875,NA,S,Turkula,Mrs,Hedwig,TRUE,20,NA,4134,8,NA,NA,TRUE
485,1,1,"Bishop, Mr. Dickinson H",male,25,1,0,11967,91.0792,B49,C,Bishop,Mr,NA,FALSE,9,NA,11967,19,B,1,FALSE
486,0,3,"Lefebre, Miss. Jeannie",female,NA,3,1,4133,25.4667,NA,S,Lefebre,Miss,NA,FALSE,NA,NA,4133,13,NA,NA,TRUE
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,90,C93,S,Hoyt,Mrs,Jane Anne Forby,TRUE,14,NA,19943,19,C,1,FALSE
488,0,1,"Kent, Mr. Edward Austin",male,58,0,0,11771,29.7,B37,C,Kent,Mr,NA,FALSE,20,NA,11771,15,B,1,FALSE
489,0,3,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,NA,S,Somerton,Mr,NA,FALSE,12,A5,18509,7,NA,NA,TRUE
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,C.A. 37671,15.9,NA,S,Coutts,Master,NA,FALSE,2,CA,37671,11,NA,NA,TRUE
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,NA,1,0,65304,19.9667,NA,S,Hagland,Mr,NA,FALSE,NA,NA,65304,12,NA,NA,TRUE
492,0,3,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,7.25,NA,S,Windelov,Mr,NA,FALSE,6,SOTON/OQ,3101317,2,NA,NA,TRUE
493,0,1,"Molson, Mr. Harry Markland",male,55,0,0,113787,30.5,C30,S,Molson,Mr,NA,FALSE,19,NA,113787,15,C,1,FALSE
494,0,1,"Artagaveytia, Mr. Ramon",male,71,0,0,PC 17609,49.5042,NA,C,Artagaveytia,Mr,NA,FALSE,20,PC,17609,17,NA,NA,TRUE
495,0,3,"Stanley, Mr. Edward Roland",male,21,0,0,A/4 45380,8.05,NA,S,Stanley,Mr,NA,FALSE,6,A/4,45380,7,NA,NA,TRUE
496,0,3,"Yousseff, Mr. Gerious",male,NA,0,0,2627,14.4583,NA,C,Yousseff,Mr,NA,FALSE,NA,NA,2627,11,NA,NA,TRUE
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,78.2667,D20,C,Eustis,Miss,NA,FALSE,19,NA,36947,19,D,1,FALSE
498,0,3,"Shellard, Mr. Frederick William",male,NA,0,0,C.A. 6212,15.1,NA,S,Shellard,Mr,NA,FALSE,NA,CA,6212,11,NA,NA,TRUE
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,151.55,C22 C26,S,Allison,Mrs,Bessie Waldo Daniels,TRUE,9,NA,113781,20,C,2,FALSE
500,0,3,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,NA,S,Svensson,Mr,NA,FALSE,8,NA,350035,4,NA,NA,TRUE
501,0,3,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,NA,S,Calic,Mr,NA,FALSE,4,NA,315086,7,NA,NA,TRUE
502,0,3,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,NA,Q,Canavan,Miss,NA,FALSE,6,NA,364846,4,NA,NA,TRUE
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,NA,0,0,330909,7.6292,NA,Q,O'Sullivan,Miss,NA,FALSE,NA,NA,330909,3,NA,NA,TRUE
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,NA,S,Laitinen,Miss,NA,FALSE,15,NA,4135,8,NA,NA,TRUE
505,1,1,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,B79,S,Maioni,Miss,NA,FALSE,3,NA,110152,19,B,1,FALSE
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C65,C,Penasco y Castellana,Mr,NA,FALSE,4,PC,17758,19,C,1,FALSE
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,NA,S,Quick,Mrs,Jane Richards,TRUE,13,NA,26360,14,NA,NA,TRUE
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,NA,0,0,111427,26.55,NA,S,Bradley,Mr,"""George Arthur Brayton""",TRUE,NA,NA,111427,14,NA,NA,TRUE
509,0,3,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,22.525,NA,S,Olsen,Mr,NA,FALSE,11,C,4001,13,NA,NA,TRUE
510,1,3,"Lang, Mr. Fang",male,26,0,0,1601,56.4958,NA,S,Lang,Mr,NA,FALSE,9,NA,1601,18,NA,NA,TRUE
511,1,3,"Daly, Mr. Eugene Patrick",male,29,0,0,382651,7.75,NA,Q,Daly,Mr,NA,FALSE,11,NA,382651,4,NA,NA,TRUE
512,0,3,"Webber, Mr. James",male,NA,0,0,SOTON/OQ 3101316,8.05,NA,S,Webber,Mr,NA,FALSE,NA,SOTON/OQ,3101316,7,NA,NA,TRUE
513,1,1,"McGough, Mr. James Robert",male,36,0,0,PC 17473,26.2875,E25,S,McGough,Mr,NA,FALSE,15,PC,17473,14,E,1,FALSE
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,59.4,NA,C,Rothschild,Mrs,Elizabeth L. Barrett,TRUE,19,PC,17603,18,NA,NA,TRUE
515,0,3,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,NA,S,Coleff,Mr,NA,FALSE,8,NA,349209,2,NA,NA,TRUE
516,0,1,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,S,Walker,Mr,NA,FALSE,18,NA,36967,16,D,1,FALSE
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,F33,S,Lemore,Mrs,Amelia Milley,TRUE,14,CA,34260,9,F,1,FALSE
518,0,3,"Ryan, Mr. Patrick",male,NA,0,0,371110,24.15,NA,Q,Ryan,Mr,NA,FALSE,NA,NA,371110,13,NA,NA,TRUE
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,26,NA,S,Angle,Mrs,"Florence ""Mary"" Agnes Hughes",TRUE,15,NA,226875,14,NA,NA,TRUE
520,0,3,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,NA,S,Pavlovic,Mr,NA,FALSE,13,NA,349242,5,NA,NA,TRUE
521,1,1,"Perreault, Miss. Anne",female,30,0,0,12749,93.5,B73,S,Perreault,Miss,NA,FALSE,12,NA,12749,19,B,1,FALSE
522,0,3,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,NA,S,Vovk,Mr,NA,FALSE,7,NA,349252,5,NA,NA,TRUE
523,0,3,"Lahoud, Mr. Sarkis",male,NA,0,0,2624,7.225,NA,C,Lahoud,Mr,NA,FALSE,NA,NA,2624,2,NA,NA,TRUE
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,57.9792,B18,C,Hippach,Mrs,Ida Sophia Fischer,TRUE,17,NA,111361,18,B,1,FALSE
525,0,3,"Kassem, Mr. Fared",male,NA,0,0,2700,7.2292,NA,C,Kassem,Mr,NA,FALSE,NA,NA,2700,2,NA,NA,TRUE
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,NA,Q,Farrell,Mr,NA,FALSE,16,NA,367232,4,NA,NA,TRUE
527,1,2,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,10.5,NA,S,Ridsdale,Miss,NA,FALSE,19,W/C,14258,9,NA,NA,TRUE
528,0,1,"Farthing, Mr. John",male,NA,0,0,PC 17483,221.7792,C95,S,Farthing,Mr,NA,FALSE,NA,PC,17483,20,C,1,FALSE
529,0,3,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,7.925,NA,S,Salonen,Mr,NA,FALSE,16,NA,3101296,6,NA,NA,TRUE
530,0,2,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,NA,S,Hocking,Mr,NA,FALSE,7,NA,29104,9,NA,NA,TRUE
531,1,2,"Quick, Miss. Phyllis May",female,2,1,1,26360,26,NA,S,Quick,Miss,NA,FALSE,1,NA,26360,14,NA,NA,TRUE
532,0,3,"Toufik, Mr. Nakli",male,NA,0,0,2641,7.2292,NA,C,Toufik,Mr,NA,FALSE,NA,NA,2641,2,NA,NA,TRUE
533,0,3,"Elias, Mr. Joseph Jr",male,17,1,1,2690,7.2292,NA,C,Elias,Mr,NA,FALSE,4,NA,2690,2,NA,NA,TRUE
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,NA,0,2,2668,22.3583,NA,C,Peter,Mrs,Catherine Rizk,TRUE,NA,NA,2668,13,NA,NA,TRUE
535,0,3,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,NA,S,Cacic,Miss,NA,FALSE,12,NA,315084,7,NA,NA,TRUE
536,1,2,"Hart, Miss. Eva Miriam",female,7,0,2,F.C.C. 13529,26.25,NA,S,Hart,Miss,NA,FALSE,2,FCC,13529,14,NA,NA,TRUE
537,0,1,"Butt, Major. Archibald Willingham",male,45,0,0,113050,26.55,B38,S,Butt,Major,NA,FALSE,18,NA,113050,14,B,1,FALSE
538,1,1,"LeRoy, Miss. Bertha",female,30,0,0,PC 17761,106.425,NA,C,LeRoy,Miss,NA,FALSE,12,PC,17761,19,NA,NA,TRUE
539,0,3,"Risien, Mr. Samuel Beard",male,NA,0,0,364498,14.5,NA,S,Risien,Mr,NA,FALSE,NA,NA,364498,11,NA,NA,TRUE
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22,0,2,13568,49.5,B39,C,Frolicher,Miss,NA,FALSE,7,NA,13568,17,B,1,FALSE
541,1,1,"Crosby, Miss. Harriet R",female,36,0,2,WE/P 5735,71,B22,S,Crosby,Miss,NA,FALSE,15,WE/P,5735,18,B,1,FALSE
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,NA,S,Andersson,Miss,NA,FALSE,2,NA,347082,16,NA,NA,TRUE
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,NA,S,Andersson,Miss,NA,FALSE,2,NA,347082,16,NA,NA,TRUE
544,1,2,"Beane, Mr. Edward",male,32,1,0,2908,26,NA,S,Beane,Mr,NA,FALSE,13,NA,2908,14,NA,NA,TRUE
545,0,1,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,106.425,C86,C,Douglas,Mr,NA,FALSE,19,PC,17761,19,C,1,FALSE
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26,NA,S,Nicholson,Mr,NA,FALSE,20,NA,693,14,NA,NA,TRUE
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,26,NA,S,Beane,Mrs,Ethel Clarke,TRUE,5,NA,2908,14,NA,NA,TRUE
548,1,2,"Padro y Manent, Mr. Julian",male,NA,0,0,SC/PARIS 2146,13.8625,NA,C,Padro y Manent,Mr,NA,FALSE,NA,SC/PARIS,2146,10,NA,NA,TRUE
549,0,3,"Goldsmith, Mr. Frank John",male,33,1,1,363291,20.525,NA,S,Goldsmith,Mr,NA,FALSE,13,NA,363291,12,NA,NA,TRUE
550,1,2,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,NA,S,Davies,Master,NA,FALSE,2,CA,33112,16,NA,NA,TRUE
551,1,1,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,110.8833,C70,C,Thayer,Mr,NA,FALSE,4,NA,17421,19,C,1,FALSE
552,0,2,"Sharp, Mr. Percival James R",male,27,0,0,244358,26,NA,S,Sharp,Mr,NA,FALSE,10,NA,244358,14,NA,NA,TRUE
553,0,3,"O'Brien, Mr. Timothy",male,NA,0,0,330979,7.8292,NA,Q,O'Brien,Mr,NA,FALSE,NA,NA,330979,4,NA,NA,TRUE
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,2620,7.225,NA,C,Leeni,Mr,"""Philip Zenni""",TRUE,7,NA,2620,2,NA,NA,TRUE
555,1,3,"Ohman, Miss. Velin",female,22,0,0,347085,7.775,NA,S,Ohman,Miss,NA,FALSE,7,NA,347085,4,NA,NA,TRUE
556,0,1,"Wright, Mr. George",male,62,0,0,113807,26.55,NA,S,Wright,Mr,NA,FALSE,20,NA,113807,14,NA,NA,TRUE
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,A16,C,Duff Gordon,Lady,Lucille Christiana Sutherland,TRUE,18,NA,11755,16,A,1,FALSE
558,0,1,"Robbins, Mr. Victor",male,NA,0,0,PC 17757,227.525,NA,C,Robbins,Mr,NA,FALSE,NA,PC,17757,20,NA,NA,TRUE
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,S,Taussig,Mrs,Tillie Mandelbaum,TRUE,16,NA,110413,19,E,1,FALSE
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,NA,S,de Messemaeker,Mrs,Emma,TRUE,15,NA,345572,12,NA,NA,TRUE
561,0,3,"Morrow, Mr. Thomas Rowan",male,NA,0,0,372622,7.75,NA,Q,Morrow,Mr,NA,FALSE,NA,NA,372622,4,NA,NA,TRUE
562,0,3,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,NA,S,Sivic,Mr,NA,FALSE,16,NA,349251,5,NA,NA,TRUE
563,0,2,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,NA,S,Norman,Mr,NA,FALSE,11,NA,218629,10,NA,NA,TRUE
564,0,3,"Simmons, Mr. John",male,NA,0,0,SOTON/OQ 392082,8.05,NA,S,Simmons,Mr,NA,FALSE,NA,SOTON/OQ,392082,7,NA,NA,TRUE
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,NA,0,0,SOTON/O.Q. 392087,8.05,NA,S,Meanwell,Miss,Marion Ogden,TRUE,NA,SOTON/OQ,392087,7,NA,NA,TRUE
566,0,3,"Davies, Mr. Alfred J",male,24,2,0,A/4 48871,24.15,NA,S,Davies,Mr,NA,FALSE,8,A/4,48871,13,NA,NA,TRUE
567,0,3,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,NA,S,Stoytcheff,Mr,NA,FALSE,5,NA,349205,5,NA,NA,TRUE
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,21.075,NA,S,Palsson,Mrs,Alma Cornelia Berglund,TRUE,11,NA,349909,12,NA,NA,TRUE
569,0,3,"Doharr, Mr. Tannous",male,NA,0,0,2686,7.2292,NA,C,Doharr,Mr,NA,FALSE,NA,NA,2686,2,NA,NA,TRUE
570,1,3,"Jonsson, Mr. Carl",male,32,0,0,350417,7.8542,NA,S,Jonsson,Mr,NA,FALSE,13,NA,350417,5,NA,NA,TRUE
571,1,2,"Harris, Mr. George",male,62,0,0,S.W./PP 752,10.5,NA,S,Harris,Mr,NA,FALSE,20,SW/PP,752,9,NA,NA,TRUE
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,51.4792,C101,S,Appleton,Mrs,Charlotte Lamson,TRUE,19,NA,11769,17,C,1,FALSE
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,PC 17474,26.3875,E25,S,Flynn,Mr,"""Irving""",TRUE,15,PC,17474,14,E,1,FALSE
574,1,3,"Kelly, Miss. Mary",female,NA,0,0,14312,7.75,NA,Q,Kelly,Miss,NA,FALSE,NA,NA,14312,4,NA,NA,TRUE
575,0,3,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,8.05,NA,S,Rush,Mr,NA,FALSE,3,A/4,20589,7,NA,NA,TRUE
576,0,3,"Patchett, Mr. George",male,19,0,0,358585,14.5,NA,S,Patchett,Mr,NA,FALSE,5,NA,358585,11,NA,NA,TRUE
577,1,2,"Garside, Miss. Ethel",female,34,0,0,243880,13,NA,S,Garside,Miss,NA,FALSE,14,NA,243880,10,NA,NA,TRUE
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55.9,E44,S,Silvey,Mrs,Alice Munger,TRUE,16,NA,13507,17,E,1,FALSE
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,NA,1,0,2689,14.4583,NA,C,Caram,Mrs,Maria Elias,TRUE,NA,NA,2689,11,NA,NA,TRUE
580,1,3,"Jussila, Mr. Eiriik",male,32,0,0,STON/O 2. 3101286,7.925,NA,S,Jussila,Mr,NA,FALSE,13,STON/O 2,3101286,6,NA,NA,TRUE
581,1,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,30,NA,S,Christy,Miss,NA,FALSE,9,NA,237789,15,NA,NA,TRUE
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,110.8833,C68,C,Thayer,Mrs,Marian Longstreth Morris,TRUE,16,NA,17421,19,C,1,FALSE
583,0,2,"Downton, Mr. William James",male,54,0,0,28403,26,NA,S,Downton,Mr,NA,FALSE,19,NA,28403,14,NA,NA,TRUE
584,0,1,"Ross, Mr. John Hugo",male,36,0,0,13049,40.125,A10,C,Ross,Mr,NA,FALSE,15,NA,13049,17,A,1,FALSE
585,0,3,"Paulner, Mr. Uscher",male,NA,0,0,3411,8.7125,NA,C,Paulner,Mr,NA,FALSE,NA,NA,3411,7,NA,NA,TRUE
586,1,1,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,E68,S,Taussig,Miss,NA,FALSE,4,NA,110413,19,E,1,FALSE
587,0,2,"Jarvis, Mr. John Denzil",male,47,0,0,237565,15,NA,S,Jarvis,Mr,NA,FALSE,18,NA,237565,11,NA,NA,TRUE
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,1,13567,79.2,B41,C,Frolicher-Stehli,Mr,NA,FALSE,20,NA,13567,19,B,1,FALSE
589,0,3,"Gilinski, Mr. Eliezer",male,22,0,0,14973,8.05,NA,S,Gilinski,Mr,NA,FALSE,7,NA,14973,7,NA,NA,TRUE
590,0,3,"Murdlin, Mr. Joseph",male,NA,0,0,A./5. 3235,8.05,NA,S,Murdlin,Mr,NA,FALSE,NA,A/5,3235,7,NA,NA,TRUE
591,0,3,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,7.125,NA,S,Rintamaki,Mr,NA,FALSE,14,STON/O 2,3101273,1,NA,NA,TRUE
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,D20,C,Stephenson,Mrs,Martha Eustis,TRUE,19,NA,36947,19,D,1,FALSE
593,0,3,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,7.25,NA,S,Elsbury,Mr,NA,FALSE,18,A/5,3902,2,NA,NA,TRUE
594,0,3,"Bourke, Miss. Mary",female,NA,0,2,364848,7.75,NA,Q,Bourke,Miss,NA,FALSE,NA,NA,364848,4,NA,NA,TRUE
595,0,2,"Chapman, Mr. John Henry",male,37,1,0,SC/AH 29037,26,NA,S,Chapman,Mr,NA,FALSE,15,SC/AH,29037,14,NA,NA,TRUE
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,24.15,NA,S,Van Impe,Mr,NA,FALSE,15,NA,345773,13,NA,NA,TRUE
597,1,2,"Leitch, Miss. Jessie Wills",female,NA,0,0,248727,33,NA,S,Leitch,Miss,NA,FALSE,NA,NA,248727,16,NA,NA,TRUE
598,0,3,"Johnson, Mr. Alfred",male,49,0,0,LINE,0,NA,S,Johnson,Mr,NA,FALSE,18,NA,LINE,1,NA,NA,TRUE
599,0,3,"Boulos, Mr. Hanna",male,NA,0,0,2664,7.225,NA,C,Boulos,Mr,NA,FALSE,NA,NA,2664,2,NA,NA,TRUE
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,56.9292,A20,C,Duff Gordon,Sir,"""Mr Morgan""",TRUE,18,PC,17485,18,A,1,FALSE
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,243847,27,NA,S,Jacobsohn,Mrs,Amy Frances Christy,TRUE,8,NA,243847,15,NA,NA,TRUE
602,0,3,"Slabenoff, Mr. Petco",male,NA,0,0,349214,7.8958,NA,S,Slabenoff,Mr,NA,FALSE,NA,NA,349214,5,NA,NA,TRUE
603,0,1,"Harrington, Mr. Charles H",male,NA,0,0,113796,42.4,NA,S,Harrington,Mr,NA,FALSE,NA,NA,113796,17,NA,NA,TRUE
604,0,3,"Torber, Mr. Ernst William",male,44,0,0,364511,8.05,NA,S,Torber,Mr,NA,FALSE,17,NA,364511,7,NA,NA,TRUE
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,111426,26.55,NA,C,Homer,Mr,"""Mr E Haven""",TRUE,14,NA,111426,14,NA,NA,TRUE
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,NA,S,Lindell,Mr,NA,FALSE,15,NA,349910,11,NA,NA,TRUE
607,0,3,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,NA,S,Karaic,Mr,NA,FALSE,12,NA,349246,5,NA,NA,TRUE
608,1,1,"Daniel, Mr. Robert Williams",male,27,0,0,113804,30.5,NA,S,Daniel,Mr,NA,FALSE,10,NA,113804,15,NA,NA,TRUE
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,SC/Paris 2123,41.5792,NA,C,Laroche,Mrs,Juliette Marie Louise Lafargue,TRUE,7,SC/Paris,2123,17,NA,NA,TRUE
610,1,1,"Shutes, Miss. Elizabeth W",female,40,0,0,PC 17582,153.4625,C125,S,Shutes,Miss,NA,FALSE,16,PC,17582,20,C,1,FALSE
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,NA,S,Andersson,Mrs,Alfrida Konstantia Brogren,TRUE,16,NA,347082,16,NA,NA,TRUE
612,0,3,"Jardin, Mr. Jose Neto",male,NA,0,0,SOTON/O.Q. 3101305,7.05,NA,S,Jardin,Mr,NA,FALSE,NA,SOTON/OQ,3101305,1,NA,NA,TRUE
613,1,3,"Murphy, Miss. Margaret Jane",female,NA,1,0,367230,15.5,NA,Q,Murphy,Miss,NA,FALSE,NA,NA,367230,11,NA,NA,TRUE
614,0,3,"Horgan, Mr. John",male,NA,0,0,370377,7.75,NA,Q,Horgan,Mr,NA,FALSE,NA,NA,370377,4,NA,NA,TRUE
615,0,3,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,8.05,NA,S,Brocklebank,Mr,NA,FALSE,14,NA,364512,7,NA,NA,TRUE
616,1,2,"Herman, Miss. Alice",female,24,1,2,220845,65,NA,S,Herman,Miss,NA,FALSE,8,NA,220845,18,NA,NA,TRUE
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,14.4,NA,S,Danbom,Mr,NA,FALSE,14,NA,347080,10,NA,NA,TRUE
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,A/5. 3336,16.1,NA,S,Lobb,Mrs,Cordelia K Stanlick,TRUE,9,A/5,3336,12,NA,NA,TRUE
619,1,2,"Becker, Miss. Marion Louise",female,4,2,1,230136,39,F4,S,Becker,Miss,NA,FALSE,2,NA,230136,16,F,1,FALSE
620,0,2,"Gavey, Mr. Lawrence",male,26,0,0,31028,10.5,NA,S,Gavey,Mr,NA,FALSE,9,NA,31028,9,NA,NA,TRUE
621,0,3,"Yasbeck, Mr. Antoni",male,27,1,0,2659,14.4542,NA,C,Yasbeck,Mr,NA,FALSE,10,NA,2659,11,NA,NA,TRUE
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42,1,0,11753,52.5542,D19,S,Kimball,Mr,NA,FALSE,17,NA,11753,17,D,1,FALSE
623,1,3,"Nakid, Mr. Sahid",male,20,1,1,2653,15.7417,NA,C,Nakid,Mr,NA,FALSE,5,NA,2653,11,NA,NA,TRUE
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,NA,S,Hansen,Mr,NA,FALSE,6,NA,350029,5,NA,NA,TRUE
625,0,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,16.1,NA,S,Bowen,Mr,NA,FALSE,6,NA,54636,12,NA,NA,TRUE
626,0,1,"Sutton, Mr. Frederick",male,61,0,0,36963,32.3208,D50,S,Sutton,Mr,NA,FALSE,20,NA,36963,16,D,1,FALSE
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,NA,Q,Kirkland,Rev,NA,FALSE,20,NA,219533,9,NA,NA,TRUE
628,1,1,"Longley, Miss. Gretchen Fiske",female,21,0,0,13502,77.9583,D9,S,Longley,Miss,NA,FALSE,6,NA,13502,19,D,1,FALSE
629,0,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,NA,S,Bostandyeff,Mr,NA,FALSE,9,NA,349224,5,NA,NA,TRUE
630,0,3,"O'Connell, Mr. Patrick D",male,NA,0,0,334912,7.7333,NA,Q,O'Connell,Mr,NA,FALSE,NA,NA,334912,3,NA,NA,TRUE
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,30,A23,S,Barkworth,Mr,NA,FALSE,20,NA,27042,15,A,1,FALSE
632,0,3,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,7.0542,NA,S,Lundahl,Mr,NA,FALSE,19,NA,347743,1,NA,NA,TRUE
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,30.5,B50,C,Stahelin-Maeglin,Dr,NA,FALSE,13,NA,13214,15,B,1,FALSE
634,0,1,"Parr, Mr. William Henry Marsh",male,NA,0,0,112052,0,NA,S,Parr,Mr,NA,FALSE,NA,NA,112052,1,NA,NA,TRUE
635,0,3,"Skoog, Miss. Mabel",female,9,3,2,347088,27.9,NA,S,Skoog,Miss,NA,FALSE,2,NA,347088,15,NA,NA,TRUE
636,1,2,"Davis, Miss. Mary",female,28,0,0,237668,13,NA,S,Davis,Miss,NA,FALSE,11,NA,237668,10,NA,NA,TRUE
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32,0,0,STON/O 2. 3101292,7.925,NA,S,Leinonen,Mr,NA,FALSE,13,STON/O 2,3101292,6,NA,NA,TRUE
638,0,2,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,NA,S,Collyer,Mr,NA,FALSE,12,CA,31921,14,NA,NA,TRUE
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,3101295,39.6875,NA,S,Panula,Mrs,Maria Emilia Ojala,TRUE,17,NA,3101295,17,NA,NA,TRUE
